0x8000000L,mov     eax, [esp+mode]
0x8000023L,mov     byte ptr [esp+20h+var_20], al
0x8000026L,shr     al, 4
0x8000029L,add     eax, esi
0x800002bL,and     eax, 3Fh
0x800002eL,cmp     ecx, 2
0x8000031L,mov     al, ds:b64str_2249[eax]
0x8000037L,mov     [edx-3], al
0x800003aL,jz      loc_8000111
0x8000040L,movzx   esi, byte ptr [esp+20h+var_20]
0x8000044L,and     esi, 0FFh
0x800004aL,shl     esi, 2
0x800004dL,cmp     ebx, 2
0x8000050L,jz      loc_8000100
0x8000056L,mov     al, [edi+2]
0x8000059L,mov     byte ptr [esp+20h+var_20], al
0x800005cL,shr     al, 6
0x800005fL,add     eax, esi
0x8000061L,and     eax, 3Fh
0x8000064L,cmp     ecx, 3
0x8000067L,mov     al, ds:b64str_2249[eax]
0x800006dL,mov     [edx-2], al
0x8000070L,jz      loc_8000111
0x8000076L,mov     eax, [esp+20h+var_20]
0x8000079L,and     eax, 3Fh
0x800007cL,test    ebp, ebp
0x800007eL,mov     al, ds:b64str_2249[eax]
0x8000084L,mov     [edx-1], al
0x8000087L,jz      loc_8000111
0x800008dL,sub     ebx, 3
0x8000090L,jz      short loc_8000095
0x8000092L,add     edi, 3
0x8000095L,sub     ecx, 4
0x8000098L,sub     ebp, 4
0x800009bL,add     edx, 4
0x800009eL,lea     eax, [edx-4]
0x80000a1L,test    ebx, ebx
0x80000a3L,jz      short loc_8000120
0x80000a5L,test    ecx, ecx
0x80000a7L,jz      short loc_8000120
0x80000a9L,mov     al, [edi]
0x80000abL,mov     byte ptr [esp+20h+var_20], al
0x80000aeL,shr     al, 2
0x80000b1L,mov     esi, eax
0x80000b3L,and     esi, 0FFh
0x80000b9L,cmp     ecx, 1
0x80000bcL,mov     al, ds:b64str_2249[esi]
0x80000c2L,mov     [edx-4], al
0x80000c5L,jz      short loc_8000111
0x80000c7L,xor     eax, eax
0x80000c9L,mov     al, byte ptr [esp+20h+var_20]
0x80000ccL,shl     eax, 4
0x80000cfL,cmp     ebx, 1
0x80000d2L,mov     esi, eax
0x80000d4L,jnz     loc_8000020
0x80000daL,and     eax, 3Fh
0x80000ddL,cmp     ecx, 2
0x80000e0L,mov     al, ds:b64str_2249[eax]
0x80000e6L,mov     [edx-3], al
0x80000e9L,jz      short loc_8000111
0x80000ebL,mov     byte ptr [edx-2], 3Dh
0x80000efL,cmp     ecx, 3
0x80000f2L,jz      short loc_8000111
0x80000f4L,mov     byte ptr [edx-1], 3Dh
0x80000f8L,test    ebp, ebp
0x80000faL,jz      short loc_8000111
0x80000fcL,xor     ebx, ebx
0x80000feL,jmp     short loc_8000095
0x8000100L,and     esi, 3Fh
0x8000103L,cmp     ecx, 3
0x8000106L,mov     al, ds:b64str_2249[esi]
0x800010cL,mov     [edx-2], al
0x800010fL,jnz     short loc_80000F4
0x8000111L,add     esp, 10h
0x8000114L,pop     ebx
0x8000115L,pop     esi
0x8000116L,pop     edi
0x8000117L,pop     ebp
0x8000118L,retn
0x8000120L,test    ecx, ecx
0x8000122L,jz      short loc_8000111
0x8000124L,mov     byte ptr [eax], 0
0x8000127L,add     esp, 10h
0x800012aL,pop     ebx
0x800012bL,pop     esi
0x800012cL,pop     edi
0x800012dL,pop     ebp
0x800012eL,retn
0x8000130L,push    edi
0x8000131L,push    esi
0x8000132L,push    ebx
0x8000133L,mov     edx, 0AAAAAAABh
0x8000138L,mov     esi, [esp+0Ch+arg_4]
0x800013cL,lea     ebx, [esi+2]
0x800013fL,mov     eax, ebx
0x8000141L,mul     edx
0x8000143L,shr     edx, 1
0x8000145L,lea     ebx, ds:0[edx*4]
0x800014cL,lea     edi, [ebx+1]
0x800014fL,cmp     esi, edi
0x8000151L,jbe     short loc_8000168
0x8000153L,mov     eax, [esp+0Ch+arg_8]
0x8000157L,xor     ebx, ebx
0x8000159L,mov     dword ptr [eax], 0
0x800015fL,mov     eax, ebx
0x8000161L,pop     ebx
0x8000162L,pop     esi
0x8000163L,pop     edi
0x8000164L,retn
0x8000168L,sub     esp, 0Ch
0x800016bL,push    edi             ; size
0x800016cL,call    malloc
0x8000171L,mov     ecx, [esp+1Ch+arg_8]
0x8000175L,add     esp, 10h
0x8000178L,test    eax, eax
0x800017aL,mov     [ecx], eax
0x800017cL,jz      short loc_8000198
0x800017eL,push    edi
0x800017fL,push    eax
0x8000180L,push    esi
0x8000181L,mov     eax, [esp+18h+arg_0]
0x8000185L,push    eax
0x8000186L,call    base64_encode
0x800018bL,add     esp, 10h
0x800018eL,mov     eax, ebx
0x8000190L,pop     ebx
0x8000191L,pop     esi
0x8000192L,pop     edi
0x8000193L,retn
0x8000198L,mov     ebx, edi
0x800019aL,jmp     short loc_800015F
0x80001a0L,xor     eax, eax
0x80001a2L,mov     al, [esp+arg_0]
0x80001a6L,mov     al, ds:b64[eax]
0x80001acL,xor     eax, 0FFFFFFFFh
0x80001afL,shr     al, 7
0x80001b2L,retn
0x80001c0L,push    ebp
0x80001c1L,push    edi
0x80001c2L,push    esi
0x80001c3L,push    ebx
0x80001c4L,push    ecx
0x80001c5L,mov     ebp, [esp+14h+arg_C]
0x80001c9L,mov     esi, [esp+14h+arg_4]
0x80001cdL,mov     ecx, [esp+14h+arg_0]
0x80001d1L,mov     edi, [esp+14h+arg_8]
0x80001d5L,mov     ebx, [ebp+0]
0x80001d8L,cmp     esi, 1
0x80001dbL,jbe     loc_8000314
0x80001e1L,xor     eax, eax
0x80001e3L,mov     al, [ecx]
0x80001e5L,mov     dl, ds:b64[eax]
0x80001ebL,test    dl, dl
0x80001edL,js      loc_8000310
0x80001f3L,xor     eax, eax
0x80001f5L,mov     al, [ecx+1]
0x80001f8L,mov     al, ds:b64[eax]
0x80001feL,test    al, al
0x8000200L,jns     loc_80002A7
0x8000206L,jmp     loc_8000310
0x8000210L,mov     [esp+14h+var_11], dl
0x8000214L,xor     edx, edx
0x8000216L,mov     dl, [esp+14h+var_11]
0x800021aL,mov     dl, ds:b64[edx]
0x8000220L,test    dl, dl
0x8000222L,js      loc_8000300
0x8000228L,test    ebx, ebx
0x800022aL,jz      short loc_8000241
0x800022cL,shl     eax, 4
0x800022fL,dec     ebx
0x8000230L,mov     [esp+14h+var_11], al
0x8000234L,mov     al, dl
0x8000236L,sar     al, 2
0x8000239L,inc     edi
0x800023aL,or      al, [esp+14h+var_11]
0x800023eL,mov     [edi-1], al
0x8000241L,cmp     esi, 3
0x8000244L,jz      loc_8000300
0x800024aL,mov     al, [ecx+3]
0x800024dL,cmp     al, 3Dh
0x800024fL,jz      loc_80002F8
0x8000255L,mov     [esp+14h+var_11], al
0x8000259L,xor     eax, eax
0x800025bL,mov     al, [esp+14h+var_11]
0x800025fL,mov     al, ds:b64[eax]
0x8000265L,test    al, al
0x8000267L,js      loc_8000300
0x800026dL,test    ebx, ebx
0x800026fL,jz      short loc_800027B
0x8000271L,shl     edx, 6
0x8000274L,dec     ebx
0x8000275L,or      edx, eax
0x8000277L,inc     edi
0x8000278L,mov     [edi-1], dl
0x800027bL,sub     esi, 4
0x800027eL,add     ecx, 4
0x8000281L,cmp     esi, 1
0x8000284L,jbe     loc_8000318
0x800028aL,xor     eax, eax
0x800028cL,mov     al, [ecx]
0x800028eL,mov     dl, ds:b64[eax]
0x8000294L,test    dl, dl
0x8000296L,js      short loc_8000300
0x8000298L,xor     eax, eax
0x800029aL,mov     al, [ecx+1]
0x800029dL,mov     al, ds:b64[eax]
0x80002a3L,test    al, al
0x80002a5L,js      short loc_8000300
0x80002a7L,test    ebx, ebx
0x80002a9L,jz      short loc_80002C0
0x80002abL,shl     edx, 2
0x80002aeL,dec     ebx
0x80002afL,mov     [esp+14h+var_11], dl
0x80002b3L,mov     dl, al
0x80002b5L,sar     dl, 4
0x80002b8L,inc     edi
0x80002b9L,or      dl, [esp+14h+var_11]
0x80002bdL,mov     [edi-1], dl
0x80002c0L,cmp     esi, 2
0x80002c3L,jz      short loc_8000300
0x80002c5L,mov     dl, [ecx+2]
0x80002c8L,cmp     dl, 3Dh
0x80002cbL,jnz     loc_8000210
0x80002d1L,cmp     esi, 4
0x80002d4L,jnz     short loc_8000300
0x80002d6L,cmp     byte ptr [ecx+3], 3Dh
0x80002daL,jnz     short loc_8000300
0x80002dcL,mov     eax, [ebp+0]
0x80002dfL,xor     esi, esi
0x80002e1L,sub     eax, ebx
0x80002e3L,mov     [ebp+0], eax
0x80002e6L,mov     eax, esi
0x80002e8L,xor     eax, 1
0x80002ebL,pop     edx
0x80002ecL,and     eax, 1
0x80002efL,pop     ebx
0x80002f0L,pop     esi
0x80002f1L,pop     edi
0x80002f2L,pop     ebp
0x80002f3L,retn
0x80002f8L,cmp     esi, 4
0x80002fbL,jz      short loc_80002DC
0x80002fdL,lea     esi, [esi+0]
0x8000300L,mov     eax, [ebp+0]
0x8000303L,sub     eax, ebx
0x8000305L,mov     [ebp+0], eax
0x8000308L,xor     eax, eax
0x800030aL,pop     edx
0x800030bL,pop     ebx
0x800030cL,pop     esi
0x800030dL,pop     edi
0x800030eL,pop     ebp
0x800030fL,retn
0x8000310L,xor     eax, eax
0x8000312L,jmp     short loc_8000305
0x8000314L,xor     eax, eax
0x8000316L,jmp     short loc_80002E3
0x8000318L,mov     eax, [ebp+0]
0x800031bL,sub     eax, ebx
0x800031dL,jmp     short loc_80002E3
0x8000320L,push    edi
0x8000321L,push    esi
0x8000322L,push    ebx
0x8000323L,sub     esp, 2Ch
0x8000326L,mov     ebx, [esp+38h+arg_4]
0x800032aL,mov     esi, [esp+38h+arg_8]
0x800032eL,mov     eax, ebx
0x8000330L,mov     edi, [esp+38h+arg_C]
0x8000334L,shr     eax, 2
0x8000337L,lea     eax, [eax+eax*2+2]
0x800033bL,mov     [esp+38h+var_10], eax
0x800033fL,push    eax             ; size
0x8000340L,call    malloc
0x8000345L,add     esp, 10h
0x8000348L,mov     [esi], eax
0x800034aL,test    eax, eax
0x800034cL,jz      short loc_8000378
0x800034eL,lea     edx, [esp+2Ch+var_10]
0x8000352L,push    edx
0x8000353L,push    eax
0x8000354L,push    ebx
0x8000355L,mov     edx, [esp+38h+arg_0]
0x8000359L,push    edx
0x800035aL,call    base64_decode
0x800035fL,add     esp, 10h
0x8000362L,test    al, al
0x8000364L,jz      short loc_8000388
0x8000366L,test    edi, edi
0x8000368L,jz      short loc_8000378
0x800036aL,mov     edx, [esp+2Ch+var_10]
0x800036eL,mov     [edi], edx
0x8000370L,add     esp, 20h
0x8000373L,pop     ebx
0x8000374L,pop     esi
0x8000375L,pop     edi
0x8000376L,retn
0x8000378L,add     esp, 20h
0x800037bL,mov     al, 1
0x800037dL,pop     ebx
0x800037eL,pop     esi
0x800037fL,pop     edi
0x8000380L,retn
0x8000388L,mov     [esp+2Ch+var_1D], al
0x800038cL,sub     esp, 0Ch
0x800038fL,mov     eax, [esi]
0x8000391L,push    eax             ; ptr
0x8000392L,call    free
0x8000397L,add     esp, 10h
0x800039aL,mov     dword ptr [esi], 0
0x80003a0L,mov     al, [esp+2Ch+var_1D]
0x80003a4L,add     esp, 20h
0x80003a7L,pop     ebx
0x80003a8L,pop     esi
0x80003a9L,pop     edi
0x80003aaL,retn
0x8000000L,push    ebx
0x8000001L,mov     eax, [esp+4+arg_0]
0x8000005L,mov     dl, [eax]
0x8000007L,cmp     dl, 2Fh
0x800000aL,jnz     short loc_8000018
0x800000cL,lea     esi, [esi+0]
0x8000010L,inc     eax
0x8000011L,mov     dl, [eax]
0x8000013L,cmp     dl, 2Fh
0x8000016L,jz      short loc_8000010
0x8000018L,test    dl, dl
0x800001aL,jz      short loc_8000045
0x800001cL,mov     ecx, eax
0x800001eL,xor     ebx, ebx
0x8000020L,jmp     short loc_8000037
0x8000028L,test    bl, bl
0x800002aL,jz      short loc_8000030
0x800002cL,mov     eax, ecx
0x800002eL,xor     ebx, ebx
0x8000030L,inc     ecx
0x8000031L,mov     dl, [ecx]
0x8000033L,test    dl, dl
0x8000035L,jz      short loc_8000045
0x8000037L,cmp     dl, 2Fh
0x800003aL,jnz     short loc_8000028
0x800003cL,inc     ecx
0x800003dL,mov     dl, [ecx]
0x800003fL,mov     bl, 1
0x8000041L,test    dl, dl
0x8000043L,jnz     short loc_8000037
0x8000045L,pop     ebx
0x8000046L,retn
0x8000050L,push    esi
0x8000051L,push    ebx
0x8000052L,push    esi
0x8000053L,mov     esi, [esp+0Ch+s]
0x8000057L,mov     ebx, esi
0x8000059L,mov     al, [esi]
0x800005bL,cmp     al, 2Fh
0x800005dL,jnz     short loc_8000067
0x800005fL,nop
0x8000060L,inc     ebx
0x8000061L,mov     al, [ebx]
0x8000063L,cmp     al, 2Fh
0x8000065L,jz      short loc_8000060
0x8000067L,test    al, al
0x8000069L,jz      short loc_80000D0
0x800006bL,mov     edx, ebx
0x800006dL,xor     ecx, ecx
0x800006fL,jmp     short loc_8000087
0x8000078L,test    cl, cl
0x800007aL,jz      short loc_8000080
0x800007cL,mov     ebx, edx
0x800007eL,xor     ecx, ecx
0x8000080L,inc     edx
0x8000081L,mov     al, [edx]
0x8000083L,test    al, al
0x8000085L,jz      short loc_8000094
0x8000087L,cmp     al, 2Fh
0x8000089L,jnz     short loc_8000078
0x800008bL,inc     edx
0x800008cL,mov     al, [edx]
0x800008eL,mov     cl, 1
0x8000090L,test    al, al
0x8000092L,jnz     short loc_8000087
0x8000094L,cmp     byte ptr [ebx], 0
0x8000097L,jz      short loc_80000D0
0x8000099L,sub     esp, 0Ch
0x800009cL,push    ebx             ; s
0x800009dL,call    strlen
0x80000a2L,add     esp, 10h
0x80000a5L,cmp     eax, 1
0x80000a8L,jbe     short loc_80000B3
0x80000aaL,lea     edx, [eax-1]
0x80000adL,cmp     byte ptr [ebx+edx], 2Fh
0x80000b1L,jz      short loc_8000118
0x80000b3L,xor     edx, edx
0x80000b5L,cmp     byte ptr [ebx+eax], 2Fh
0x80000b9L,setz    dl
0x80000bcL,add     eax, edx
0x80000beL,push    ecx
0x80000bfL,push    ecx
0x80000c0L,push    eax             ; size_t
0x80000c1L,push    ebx             ; char *
0x80000c2L,call    xstrndup
0x80000c7L,add     esp, 10h
0x80000caL,pop     edx
0x80000cbL,pop     ebx
0x80000ccL,pop     esi
0x80000cdL,retn
0x80000d0L,sub     esp, 0Ch
0x80000d3L,push    esi             ; s
0x80000d4L,call    strlen
0x80000d9L,add     esp, 10h
0x80000dcL,cmp     eax, 1
0x80000dfL,jbe     short loc_80000EA
0x80000e1L,lea     edx, [eax-1]
0x80000e4L,cmp     byte ptr [esi+edx], 2Fh
0x80000e8L,jz      short loc_8000100
0x80000eaL,push    ebx
0x80000ebL,push    ebx
0x80000ecL,push    eax             ; size_t
0x80000edL,push    esi             ; char *
0x80000eeL,call    xstrndup
0x80000f3L,add     esp, 10h
0x80000f6L,pop     edx
0x80000f7L,pop     ebx
0x80000f8L,pop     esi
0x80000f9L,retn
0x8000100L,mov     eax, edx
0x8000102L,cmp     edx, 1
0x8000105L,jz      short loc_80000EA
0x8000107L,lea     edx, [eax-1]
0x800010aL,cmp     byte ptr [esi+edx], 2Fh
0x800010eL,jnz     short loc_80000EA
0x8000110L,jmp     short loc_8000100
0x8000118L,mov     eax, edx
0x800011aL,cmp     edx, 1
0x800011dL,jz      short loc_80000B3
0x800011fL,lea     edx, [eax-1]
0x8000122L,cmp     byte ptr [ebx+edx], 2Fh
0x8000126L,jnz     short loc_80000B3
0x8000128L,jmp     short loc_8000118
0x8000130L,push    ebx
0x8000131L,sub     esp, 14h
0x8000134L,mov     ebx, [esp+18h+s]
0x8000138L,push    ebx             ; s
0x8000139L,call    strlen
0x800013eL,add     esp, 10h
0x8000141L,cmp     eax, 1
0x8000144L,jbe     short loc_800014F
0x8000146L,lea     edx, [eax-1]
0x8000149L,cmp     byte ptr [ebx+edx], 2Fh
0x800014dL,jz      short loc_8000158
0x800014fL,add     esp, 8
0x8000152L,pop     ebx
0x8000153L,retn
0x8000158L,mov     eax, edx
0x800015aL,cmp     edx, 1
0x800015dL,jnz     short loc_8000146
0x800015fL,jmp     short loc_800014F
0x8000000L,push    edi
0x8000001L,push    esi
0x8000002L,push    ebx
0x8000003L,mov     ecx, [esp+0Ch+arg_0]
0x8000007L,mov     ebx, [esp+0Ch+arg_4]
0x800000bL,test    ecx, ecx
0x800000dL,jnz     short loc_8000028
0x800000fL,mov     ecx, 2000h
0x8000014L,test    ebx, ebx
0x8000016L,jz      short loc_800001A
0x8000018L,mov     ecx, ebx
0x800001aL,mov     eax, ecx
0x800001cL,cmp     ecx, [esp+0Ch+arg_8]
0x8000020L,ja      short loc_8000060
0x8000022L,pop     ebx
0x8000023L,pop     esi
0x8000024L,pop     edi
0x8000025L,retn
0x8000028L,test    ebx, ebx
0x800002aL,jz      short loc_800001A
0x800002cL,mov     esi, ebx
0x800002eL,mov     eax, ecx
0x8000030L,xor     edx, edx
0x8000032L,div     esi
0x8000034L,test    edx, edx
0x8000036L,mov     eax, esi
0x8000038L,jnz     short loc_8000068
0x800003aL,xor     edx, edx
0x800003cL,mov     eax, ecx
0x800003eL,div     esi
0x8000040L,mov     esi, ebx
0x8000042L,mov     edi, eax
0x8000044L,imul    esi, eax
0x8000047L,cmp     esi, [esp+0Ch+arg_8]
0x800004bL,ja      short loc_800001A
0x800004dL,xor     edx, edx
0x800004fL,mov     eax, esi
0x8000051L,div     ebx
0x8000053L,cmp     edi, eax
0x8000055L,jnz     short loc_800001A
0x8000057L,mov     eax, esi
0x8000059L,jmp     short loc_8000022
0x8000060L,mov     eax, [esp+0Ch+arg_8]
0x8000064L,pop     ebx
0x8000065L,pop     esi
0x8000066L,pop     edi
0x8000067L,retn
0x8000068L,mov     esi, edx
0x800006aL,jmp     short loc_8000030
0x8000000L,push    ebx
0x8000001L,sub     esp, 1Ch
0x8000004L,push    0
0x8000006L,push    offset byte_8000041
0x800000bL,push    1FBFh
0x8000010L,call    newlocale
0x8000015L,add     esp, 0Ch
0x8000018L,mov     ebx, eax
0x800001aL,push    eax
0x800001bL,mov     eax, [esp+24h+arg_4]
0x800001fL,push    eax
0x8000020L,mov     edx, [esp+28h+arg_0]
0x8000024L,push    edx
0x8000025L,call    strtod_l
0x800002aL,mov     [esp+2Ch+var_2C], ebx
0x800002dL,fstp    [esp+2Ch+var_14]
0x8000031L,call    freelocale
0x8000036L,fld     [esp+2Ch+var_14]
0x800003aL,add     esp, 28h
0x800003dL,pop     ebx
0x800003eL,retn
0x8000000L,push    ebx
0x8000001L,sub     esp, 1Ch
0x8000004L,push    0
0x8000006L,push    offset byte_8000041
0x800000bL,push    1FBFh
0x8000010L,call    newlocale
0x8000015L,add     esp, 0Ch
0x8000018L,mov     ebx, eax
0x800001aL,push    eax
0x800001bL,mov     eax, [esp+24h+arg_4]
0x800001fL,push    eax
0x8000020L,mov     edx, [esp+28h+arg_0]
0x8000024L,push    edx
0x8000025L,call    strtold_l
0x800002aL,mov     [esp+2Ch+var_2C], ebx
0x800002dL,fstp    [esp+2Ch+var_1C]
0x8000031L,call    freelocale
0x8000036L,fld     [esp+2Ch+var_1C]
0x800003aL,add     esp, 28h
0x800003dL,pop     ebx
0x800003eL,retn
0x8000000L,push    edi
0x8000001L,push    esi
0x8000002L,push    ebx
0x8000003L,sub     esp, 20h
0x8000006L,mov     ds:hints_2811.ai_flags, 2
0x8000010L,mov     esi, [esp+2Ch+name]
0x8000014L,lea     eax, [esp+2Ch+pai]
0x8000018L,mov     ebx, [esp+2Ch+arg_4]
0x800001cL,mov     [esp+2Ch+pai], 0
0x8000024L,push    eax             ; pai
0x8000025L,push    offset hints_2811; req
0x800002aL,push    0               ; service
0x800002cL,push    esi             ; name
0x800002dL,call    getaddrinfo
0x8000032L,add     esp, 10h
0x8000035L,test    eax, eax
0x8000037L,jnz     short loc_8000080
0x8000039L,mov     edi, [esp+2Ch+pai]
0x800003dL,mov     eax, [edi+18h]
0x8000040L,test    eax, eax
0x8000042L,jz      short loc_8000090
0x8000044L,sub     esp, 0Ch
0x8000047L,push    eax             ; s
0x8000048L,call    strdup
0x800004dL,add     esp, 10h
0x8000050L,test    eax, eax
0x8000052L,jnz     short loc_800005E
0x8000054L,test    ebx, ebx
0x8000056L,jz      short loc_800005E
0x8000058L,mov     dword ptr [ebx], 0FFFFFFF6h
0x800005eL,mov     [esp+2Ch+var_20], eax
0x8000062L,sub     esp, 0Ch
0x8000065L,push    edi             ; ai
0x8000066L,call    freeaddrinfo
0x800006bL,add     esp, 10h
0x800006eL,mov     eax, [esp+2Ch+var_20]
0x8000072L,add     esp, 20h
0x8000075L,pop     ebx
0x8000076L,pop     esi
0x8000077L,pop     edi
0x8000078L,retn
0x8000080L,test    ebx, ebx
0x8000082L,jz      short loc_8000098
0x8000084L,mov     [ebx], eax
0x8000086L,add     esp, 20h
0x8000089L,xor     eax, eax
0x800008bL,pop     ebx
0x800008cL,pop     esi
0x800008dL,pop     edi
0x800008eL,retn
0x8000090L,mov     eax, esi
0x8000092L,jmp     short loc_8000044
0x8000098L,xor     eax, eax
0x800009aL,jmp     short loc_8000072
0x80000a0L,sub     esp, 14h
0x80000a3L,push    offset last_cherror; int
0x80000a8L,mov     eax, [esp+18h+name]
0x80000acL,push    eax             ; name
0x80000adL,call    canon_host_r
0x80000b2L,add     esp, 1Ch
0x80000b5L,retn
0x80000c0L,sub     esp, 18h
0x80000c3L,mov     eax, ds:last_cherror
0x80000c8L,push    eax             ; ecode
0x80000c9L,call    gai_strerror
0x80000ceL,add     esp, 1Ch
0x80000d1L,retn
0x8000000L,push    ebp
0x8000001L,push    edi
0x8000002L,push    esi
0x8000003L,push    ebx
0x8000004L,sub     esp, 0ACh
0x800000aL,mov     ebx, [esp+0BCh+src]
0x8000011L,test    ebx, ebx
0x8000013L,jz      loc_800045E
0x8000019L,mov     al, [ebx]
0x800001bL,test    al, al
0x800001dL,jz      loc_8000429
0x8000023L,cmp     al, 2Fh
0x8000025L,jz      loc_8000362
0x800002bL,call    xgetcwd
0x8000030L,mov     ebp, eax
0x8000032L,mov     [esp+0BCh+var_B4], eax
0x8000036L,test    eax, eax
0x8000038L,jz      loc_8000470
0x800003eL,push    eax
0x800003fL,push    eax
0x8000040L,push    0               ; c
0x8000042L,push    ebp             ; s
0x8000043L,call    strchr
0x8000048L,add     esp, 10h
0x800004bL,mov     esi, eax
0x800004dL,mov     edi, eax
0x800004fL,sub     esi, ebp
0x8000051L,mov     [esp+0BCh+var_B0], edi
0x8000055L,cmp     esi, 0FFFh
0x800005bL,jle     loc_800038B
0x8000061L,sub     esp, 0Ch
0x8000064L,lea     eax, [esp+0C8h+var_98]
0x8000068L,push    eax
0x8000069L,call    cycle_check_init
0x800006eL,add     esp, 10h
0x8000071L,mov     [esp+0BCh+var_A4], 0
0x8000079L,mov     [esp+0BCh+ptr], 0
0x8000081L,mov     cl, [ebx]
0x8000083L,test    cl, cl
0x8000085L,jz      loc_80001AD
0x800008bL,nop
0x800008cL,lea     esi, [esi+0]
0x8000090L,cmp     cl, 2Fh
0x8000093L,jnz     short loc_80000A8
0x8000095L,lea     esi, [esi+0]
0x8000098L,inc     ebx
0x8000099L,mov     cl, [ebx]
0x800009bL,cmp     cl, 2Fh
0x800009eL,jz      short loc_8000098
0x80000a0L,test    cl, cl
0x80000a2L,jz      loc_80001E3
0x80000a8L,mov     esi, ebx
0x80000aaL,jmp     short loc_80000B4
0x80000b0L,cmp     al, 2Fh
0x80000b2L,jz      short loc_80000BB
0x80000b4L,inc     esi
0x80000b5L,mov     al, [esi]
0x80000b7L,test    al, al
0x80000b9L,jnz     short loc_80000B0
0x80000bbL,cmp     esi, ebx
0x80000bdL,jz      loc_80001AD
0x80000c3L,mov     ebp, esi
0x80000c5L,sub     ebp, ebx
0x80000c7L,cmp     ebp, 1
0x80000caL,jz      loc_8000210
0x80000d0L,cmp     cl, 2Eh
0x80000d3L,jnz     short loc_80000DE
0x80000d5L,cmp     ebp, 2
0x80000d8L,jz      loc_8000294
0x80000deL,cmp     byte ptr [edi-1], 2Fh
0x80000e2L,jz      loc_800021F
0x80000e8L,lea     eax, [edi+1]
0x80000ebL,mov     byte ptr [edi], 2Fh
0x80000eeL,lea     edx, [eax+ebp]
0x80000f1L,mov     edi, [esp+0BCh+var_B0]
0x80000f5L,cmp     edi, edx
0x80000f7L,ja      short loc_800013B
0x80000f9L,mov     edx, [esp+0BCh+var_B4]
0x80000fdL,sub     eax, edx
0x80000ffL,mov     [esp+0BCh+var_AC], eax
0x8000103L,mov     eax, edi
0x8000105L,sub     eax, edx
