0x0L,CMN             W1, #1  ; Alternative name is '$x'
0x4L,B.EQ            loc_14
0x2dcL,LDP             X23, X24, [SP,#arg_30]
0x2e0L,LDP             X25, X26, [SP,#arg_40]
0x2e4L,LDP             X27, X28, [SP,#arg_50]
0x2e8L,LDP             X29, X30, [SP+arg_0],#0xA0
0x2ecL,RET
0x310L,BL              sub_310
0x314L,MOV             X0, X20
0x318L,BL              sub_318
0x31cL,MOV             X19, X0
0x320L,BL              sub_320
0x324L,CMP             X0, #0xE
0x328L,MOV             X22, X0
0x32cL,B.LS            loc_2C4
0x330L,ADRP            X0, #find_backup_file_name@PAGE
0x334L,LDRH            W24, [X19]
0x338L,ADD             X0, X0, #find_backup_file_name@PAGEOFF
0x33cL,LDRH            W0, [X0]
0x340L,STRH            W0, [X19]
0x344L,BL              sub_344
0x348L,MOV             X23, X0
0x34cL,MOV             W1, #3
0x350L,MOV             X0, X20
0x354L,STR             WZR, [X23]
0x358L,BL              sub_358
0x35cL,TBNZ            X0, #0x3F, loc_398
0x360L,MOV             X1, X0
0x364L,STRH            W24, [X19]
0x368L,CMP             X22, X1
0x36cL,B.LS            loc_2C4
0x370L,ADD             X21, X20, X21
0x374L,SUB             X0, X1, #1
0x378L,SUB             X21, X21, X19
0x37cL,CMP             X21, X1
0x380L,MOV             W1, #0x7E
0x384L,CSEL            X21, X0, X21, CS
0x388L,ADD             X0, X19, X21
0x38cL,STRB            W1, [X19,X21]
0x390L,STRB            WZR, [X0,#1]
0x394L,B               loc_2C4
0x398L,LDR             W2, [X23]
0x39cL,MOV             X1, #0xFF
0x3a0L,CBNZ            W2, loc_364
0x3a4L,B               loc_360
0x3ccL,BL              sub_3CC
0x3d0L,MOV             X20, X0
0x3d4L,LDR             X2, [X29,#0x90]
0x3d8L,LDR             X3, [X29,#0x98]
0x3dcL,B               loc_21C
0x3e0L,BL              sub_3E0
0x3e4L,STP             X29, X30, [SP,#-0x10+var_10]!
0x3e8L,MOV             X29, SP
0x3ecL,STR             X19, [SP,#0x10+var_s0]
0x3f0L,CBZ             X1, loc_410
0x3f4L,LDRB            W3, [X1]
0x3f8L,MOV             W2, #2
0x3fcL,CBNZ            W3, loc_424
0x400L,MOV             W0, W2
0x404L,LDR             X19, [SP,#0x10+var_s0]
0x408L,LDP             X29, X30, [SP+0x10+var_10],#0x20
0x40cL,RET
0x410L,MOV             W2, #2
0x414L,LDR             X19, [SP,#0x10+var_s0]
0x418L,MOV             W0, W2
0x41cL,LDP             X29, X30, [SP+0x10+var_10],#0x20
0x420L,RET
0x424L,ADRP            X3, #find_backup_file_name@PAGE
0x428L,ADRP            X2, #find_backup_file_name@PAGE
0x42cL,ADD             X2, X2, #find_backup_file_name@PAGEOFF
0x430L,MOV             X4, #4
0x434L,ADD             X19, X2, #0x50
0x438L,LDR             X5, [X3,#find_backup_file_name@PAGEOFF]
0x43cL,MOV             X3, X19
0x440L,BL              sub_440
0x444L,LDR             W2, [X19,X0,LSL#2]
0x448L,LDR             X19, [SP,#arg_10]
0x44cL,MOV             W0, W2
0x450L,LDP             X29, X30, [SP+arg_0],#0x20
0x454L,RET
0x458L,STP             X29, X30, [SP,#-0x10+var_10]!
0x45cL,MOV             X29, SP
0x460L,STR             X19, [SP,#0x10+var_s0]
0x464L,CBZ             X1, loc_4A0
0x468L,LDRB            W2, [X1]
0x46cL,CBZ             W2, loc_4A0
0x470L,ADRP            X3, #find_backup_file_name@PAGE
0x474L,ADRP            X2, #find_backup_file_name@PAGE
0x478L,ADD             X2, X2, #find_backup_file_name@PAGEOFF
0x47cL,MOV             X4, #4
0x480L,ADD             X19, X2, #0x50
0x484L,LDR             X5, [X3,#find_backup_file_name@PAGEOFF]
0x488L,MOV             X3, X19
0x4a0L,ADRP            X0, #find_backup_file_name@PAGE
0x4a4L,ADD             X0, X0, #find_backup_file_name@PAGEOFF
0x48cL,BL              sub_48C
0x490L,LDR             W0, [X19,X0,LSL#2]
0x494L,LDR             X19, [SP,#arg_10]
0x498L,LDP             X29, X30, [SP+arg_0],#0x20
0x49cL,RET
0x4a8L,BL              sub_4A8
0x4acL,MOV             X1, X0
0x4b0L,CBZ             X0, loc_4CC
0x4b4L,LDRB            W2, [X0]
0x4b8L,MOV             W0, #2
0x4bcL,CBNZ            W2, loc_4D4
0x4c0L,LDR             X19, [SP,#arg_10]
0x4c4L,LDP             X29, X30, [SP+arg_0],#0x20
0x4c8L,RET
0x4ccL,MOV             W0, #2
0x4d0L,B               loc_4C0
0x4d4L,ADRP            X3, #find_backup_file_name@PAGE
0x4d8L,ADRP            X2, #find_backup_file_name@PAGE
0x4dcL,ADD             X2, X2, #find_backup_file_name@PAGEOFF
0x4e0L,ADRP            X0, #find_backup_file_name@PAGE
0x4e4L,ADD             X19, X2, #0x50
0x4e8L,MOV             X4, #4
0x4ecL,LDR             X5, [X3,#find_backup_file_name@PAGEOFF]
0x4f0L,ADD             X0, X0, #find_backup_file_name@PAGEOFF
0x4f4L,MOV             X3, X19
0x4f8L,BL              sub_4F8
0x4fcL,LDR             W0, [X19,X0,LSL#2]
0x500L,LDR             X19, [SP,#arg_10]
0x504L,LDP             X29, X30, [SP+arg_0],#0x20
0x508L,RET
0x0L,ADD             X2, X2, #4; Alternative name is '$x'
0x4L,SUB             X7, X3, #4
0x8L,ADRP            X8, #base64_encode@PAGE
0xcL,MOV             W9, #0x3D
0x10L,SUB             X4, X2, #4
0x14L,CBZ             X3, loc_E8
0x18L,CBZ             X1, loc_E8
0x1cL,LDRB            W4, [X0]
0x20L,ADD             X6, X8, #base64_encode@PAGEOFF
0x24L,CMP             X3, #1
0x28L,UBFM            W5, W4, #2, #0x1F
0x2cL,LDRB            W5, [X6,W5,SXTW]
0x30L,STURB           W5, [X2,#-4]
0x34L,B.EQ            locret_F0
0x38L,CMP             X1, #1
0x3cL,UBFM            W4, W4, #0x1C, #0x1B
0x40L,B.EQ            loc_A8
0x44L,LDRB            W5, [X0,#1]
0x48L,CMP             X3, #2
0x4cL,ADD             W4, W4, W5,LSR#4
0x50L,AND             X4, X4, #0x3F
0x54L,LDRB            W4, [X6,X4]
0x58L,STURB           W4, [X2,#-3]
0x5cL,B.EQ            locret_F0
0x60L,CMP             X1, #2
0x64L,UBFM            W5, W5, #0x1E, #0x1D
0x68L,B.EQ            loc_F4
0x6cL,LDRB            W4, [X0,#2]
0x70L,CMP             X3, #3
0x74L,ADD             W5, W5, W4,LSR#6
0x78L,AND             X5, X5, #0x3F
0x7cL,LDRB            W5, [X6,X5]
0x80L,STURB           W5, [X2,#-2]
0x84L,B.EQ            locret_F0
0x88L,AND             X4, X4, #0x3F
0x8cL,LDRB            W4, [X6,X4]
0x90L,STURB           W4, [X2,#-1]
0x94L,CBZ             X7, locret_F0
0x98L,ADD             X4, X0, #3
0x9cL,SUBS            X1, X1, #3
0xa0L,CSEL            X0, X0, X4, EQ
0xa4L,B               loc_D4
0xa8L,AND             X4, X4, #0x30
0xacL,CMP             X3, #2
0xb0L,LDRB            W1, [X6,X4]
0xb4L,STURB           W1, [X2,#-3]
0xb8L,B.EQ            locret_F0
0xbcL,STURB           W9, [X2,#-2]
0xc0L,CMP             X3, #3
0xc4L,B.EQ            locret_F0
0xc8L,STURB           W9, [X2,#-1]
0xccL,CBZ             X7, locret_F0
0xd0L,MOV             X1, #0
0xd4L,SUB             X3, X3, #4
0xd8L,ADD             X2, X2, #4
0xdcL,SUB             X7, X7, #4
0xe0L,SUB             X4, X2, #4
0xe4L,CBNZ            X3, loc_18
0xe8L,CBZ             X3, locret_F0
0xecL,STRB            WZR, [X4]
0xf0L,RET
0xf4L,AND             X5, X5, #0x3C
0xf8L,CMP             X3, #3
0xfcL,LDRB            W1, [X6,X5]
0x100L,STURB           W1, [X2,#-2]
0x104L,B.NE            loc_C8
0x108L,RET
0x10cL,MOV             X4, #0xAAAAAAAAAAAAAAAA
0x110L,ADD             X3, X1, #2
0x114L,ADD             X4, X4, #1
0x118L,STP             X29, X30, [SP,#-0x10+var_30]!
0x11cL,UMULH           X3, X3, X4
0x120L,MOV             X29, SP
0x124L,STP             X19, X20, [SP,#0x30+var_20]
0x128L,UBFM            X19, X3, #1, #0x3F
0x12cL,STR             X23, [SP,#0x30+var_s0]
0x130L,UBFM            X19, X19, #0x3E, #0x3D
0x134L,ADD             X20, X19, #1
0x138L,STP             X21, X22, [SP,#0x30+var_10]
0x13cL,CMP             X1, X20
0x140L,B.LS            loc_164
0x144L,STR             XZR, [X2]
0x148L,MOV             X19, #0
0x14cL,MOV             X0, X19
0x150L,LDR             X23, [SP,#0x30+var_s0]
0x154L,LDP             X19, X20, [SP,#0x30+var_20]
0x158L,LDP             X21, X22, [SP,#0x30+var_10]
0x15cL,LDP             X29, X30, [SP+0x30+var_30],#0x40
0x160L,RET
0x164L,MOV             X21, X2
0x168L,MOV             X22, X0
0x16cL,MOV             X0, X20
0x170L,MOV             X23, X1
0x174L,BL              sub_174
0x178L,STR             X0, [X21]
0x17cL,MOV             X2, X0
0x180L,CBZ             X0, loc_1AC
0x184L,MOV             X0, X22
0x188L,MOV             X1, X23
0x18cL,MOV             X3, X20
0x1acL,MOV             X19, X20
0x1b0L,B               loc_14C
0x190L,BL              sub_190
0x194L,LDR             X23, [SP,#arg_30]
0x198L,MOV             X0, X19
0x19cL,LDP             X19, X20, [SP,#arg_10]
0x1a0L,LDP             X21, X22, [SP,#arg_20]
0x1a4L,LDP             X29, X30, [SP+arg_0],#0x40
0x1a8L,RET
0x1b4L,ADRP            X1, #base64_encode@PAGE
0x1b8L,ADD             X1, X1, #base64_encode@PAGEOFF
0x1bcL,ADD             X0, X1, W0,UXTB
0x1c0L,LDRB            W0, [X0,#0x40]
0x1c4L,MVN             W0, W0
0x1c8L,UBFM            X0, X0, #7, #7
0x1ccL,RET
0x1d0L,CMP             X1, #1
0x1d4L,LDR             X4, [X3]
0x1d8L,B.LS            loc_308
0x1dcL,ADRP            X7, #base64_encode@PAGE
0x1e0L,LDRB            W5, [X0]
0x1e4L,ADD             X7, X7, #base64_encode@PAGEOFF
0x1e8L,ADD             X6, X7, #0x40
0x1ecL,LDRSB           W5, [X6,X5]
0x1f0L,TBNZ            W5, #0x1F, loc_300
0x1f4L,LDRB            W8, [X0,#1]
0x1f8L,LDRSB           W6, [X6,X8]
0x1fcL,TBNZ            W6, #0x1F, loc_300
0x200L,CBZ             X4, loc_218
0x204L,ADD             X2, X2, #1
0x208L,UBFM            W5, W5, #0x1E, #0x1D
0x20cL,ORR             W5, W5, W6,ASR#4
0x210L,SUB             X4, X4, #1
0x214L,STURB           W5, [X2,#-1]
0x218L,CMP             X1, #2
0x21cL,B.EQ            loc_2B0
0x220L,LDRB            W5, [X0,#2]
0x224L,CMP             W5, #0x3D
0x228L,B.EQ            loc_2C4
0x22cL,ADD             X8, X7, #0x40
0x230L,LDRSB           W5, [X8,W5,SXTW]
0x234L,TBNZ            W5, #0x1F, loc_2B0
0x238L,CBZ             X4, loc_250
0x23cL,ADD             X2, X2, #1
0x240L,UBFM            W6, W6, #0x1C, #0x1B
0x244L,ORR             W6, W6, W5,ASR#2
0x248L,SUB             X4, X4, #1
0x24cL,STURB           W6, [X2,#-1]
0x250L,CMP             X1, #3
0x254L,B.EQ            loc_2B0
0x258L,LDRB            W6, [X0,#3]
0x25cL,CMP             W6, #0x3D
0x260L,B.EQ            loc_2F4
0x264L,ADD             X8, X7, #0x40
0x268L,LDRSB           W6, [X8,W6,SXTW]
0x26cL,TBNZ            W6, #0x1F, loc_2B0
0x270L,CBZ             X4, loc_284
0x274L,ORR             W5, W6, W5,LSL#6
0x278L,SUB             X4, X4, #1
0x27cL,STRB            W5, [X2]
0x280L,ADD             X2, X2, #1
0x284L,SUB             X1, X1, #4
0x288L,ADD             X0, X0, #4
0x28cL,CMP             X1, #1
0x290L,B.LS            loc_310
0x294L,ADD             X6, X7, #0x40
0x298L,LDRB            W5, [X0]
0x29cL,LDRSB           W5, [X6,X5]
0x2a0L,TBNZ            W5, #0x1F, loc_2B0
0x2a4L,LDRB            W8, [X0,#1]
0x2a8L,LDRSB           W6, [X6,X8]
0x2acL,TBZ             W6, #0x1F, loc_200
0x2b0L,LDR             X0, [X3]
0x2b4L,SUB             X4, X0, X4
0x2b8L,STR             X4, [X3]
0x2bcL,MOV             W0, #0
0x2c0L,RET
0x2c4L,CMP             X1, #4
0x2c8L,B.NE            loc_2B0
0x2ccL,LDRB            W0, [X0,#3]
0x2d0L,CMP             W0, #0x3D
0x2d4L,B.NE            loc_2B0
0x2d8L,LDR             X0, [X3]
0x2dcL,MOV             X1, #0
0x2e0L,SUB             X4, X0, X4
0x2e4L,EOR             X1, X1, #1
0x2e8L,STR             X4, [X3]
0x2ecL,AND             W0, W1, #1
0x2f0L,RET
0x2f4L,CMP             X1, #4
0x2f8L,B.EQ            loc_2D8
0x2fcL,B               loc_2B0
0x300L,MOV             X4, #0
0x304L,B               loc_2B8
0x308L,MOV             X4, #0
0x30cL,B               loc_2E4
0x310L,LDR             X0, [X3]
0x314L,SUB             X4, X0, X4
0x318L,B               loc_2E4
0x31cL,STP             X29, X30, [SP,#-0x10+var_40]!
0x320L,UBFM            X4, X1, #2, #0x3F
0x324L,MOV             X29, SP
0x328L,STP             X19, X20, [SP,#0x40+var_30]
0x32cL,ADD             X4, X4, X4,LSL#1
0x330L,MOV             X20, X2
0x334L,MOV             X19, X0
0x338L,ADD             X0, X4, #2
0x33cL,STR             X21, [SP,#0x40+var_20]
0x340L,MOV             X21, X3
0x344L,STR             X1, [X29,#0x40+var_8]
0x348L,STR             X0, [X29,#0x40+var_s8]
0x34cL,BL              sub_34C
0x350L,STR             X0, [X20]
0x354L,MOV             X2, X0
0x358L,LDR             X1, [X29,#0x38]
0x35cL,CBZ             X0, loc_394
0x360L,MOV             X0, X19
0x364L,ADD             X3, X29, #0x48
0x368L,BL              sub_368
0x36cL,UBFM            W19, W0, #0, #7
0x370L,CBZ             W19, loc_3AC
0x374L,CBZ             X21, loc_394
0x378L,LDR             X0, [X29,#0x48]
0x37cL,STR             X0, [X21]
0x380L,MOV             W0, W19
0x384L,LDR             X21, [SP,#arg_20]
0x388L,LDP             X19, X20, [SP,#arg_10]
0x38cL,LDP             X29, X30, [SP+arg_0],#0x50
0x390L,RET
0x394L,MOV             W19, #1
0x398L,LDR             X21, [SP,#arg_20]
0x39cL,MOV             W0, W19
0x3a0L,LDP             X19, X20, [SP,#arg_10]
0x3a4L,LDP             X29, X30, [SP+arg_0],#0x50
0x3a8L,RET
0x3acL,LDR             X0, [X20]
0x3b0L,BL              sub_3B0
0x3b4L,STR             XZR, [X20]
0x3b8L,MOV             W0, W19
0x3bcL,LDR             X21, [SP,#arg_20]
0x3c0L,LDP             X19, X20, [SP,#arg_10]
0x3c4L,LDP             X29, X30, [SP+arg_0],#0x50
0x3c8L,RET
0x0L,LDRB            W1, [X0]; Alternative name is '$x'
0x4L,CMP             W1, #0x2F
0x8L,B.NE            loc_18
0xcL,LDRB            W1, [X0,#1]!
0x10L,CMP             W1, #0x2F
0x14L,B.EQ            loc_C
0x18L,MOV             X3, X0
0x1cL,CBZ             W1, loc_50
0x20L,MOV             W2, #0
0x24L,B               loc_3C
0x28L,CBZ             W2, loc_34
0x2cL,MOV             X3, X0
0x30L,MOV             W2, #0
0x34L,LDRB            W1, [X0,#1]!
0x38L,CBZ             W1, loc_50
0x3cL,CMP             W1, #0x2F
0x40L,B.NE            loc_28
0x44L,LDRB            W1, [X0,#1]!
0x48L,MOV             W2, #1
0x4cL,CBNZ            W1, loc_3C
0x50L,MOV             X0, X3
0x54L,RET
0x58L,STP             X29, X30, [SP,#-0x10+var_10]!
0x5cL,MOV             X2, X0
0x60L,MOV             X29, SP
0x64L,STP             X19, X20, [SP,#0x10+var_s0]
0x68L,MOV             X20, X0
0x6cL,LDRB            W1, [X0]
0x70L,CMP             W1, #0x2F
0x74L,B.NE            loc_84
0x78L,LDRB            W1, [X2,#1]!
0x7cL,CMP             W1, #0x2F
0x80L,B.EQ            loc_78
0x84L,CBZ             W1, loc_134
0x88L,MOV             X19, X2
0x8cL,MOV             W3, #0
0x90L,B               loc_A8
0x94L,CBZ             W3, loc_A0
0x98L,MOV             X19, X2
0x9cL,MOV             W3, #0
0xa0L,LDRB            W1, [X2,#1]!
0xa4L,CBZ             W1, loc_BC
0xa8L,CMP             W1, #0x2F
0xacL,B.NE            loc_94
0xb0L,LDRB            W1, [X2,#1]!
0xb4L,MOV             W3, #1
0xb8L,CBNZ            W1, loc_A8
0xbcL,LDRB            W0, [X19]
0xc0L,CBZ             W0, loc_134
0xc4L,MOV             X0, X19
0x134L,MOV             X0, X20
0xc8L,BL              sub_C8
0xccL,CMP             X0, #1
0xd0L,MOV             X1, X0
0xd4L,B.LS            loc_E8
0xd8L,SUB             X0, X0, #1
0xdcL,LDRB            W2, [X19,X0]
0xe0L,CMP             W2, #0x2F
0xe4L,B.EQ            loc_108
0xe8L,LDRB            W0, [X19,X1]
0xecL,CMP             W0, #0x2F
0xf0L,B.EQ            loc_184
0xf4L,MOV             X0, X19
0xf8L,LDP             X19, X20, [SP,#arg_10]
0xfcL,LDP             X29, X30, [SP+arg_0],#0x20
0x100L,B               loc_100
0x104L,MOV             X0, X1
0x108L,CMP             X0, #1
0x10cL,SUB             X1, X0, #1
0x110L,B.EQ            loc_120
0x114L,LDRB            W2, [X19,X1]
0x118L,CMP             W2, #0x2F
0x11cL,B.EQ            loc_104
0x120L,ADD             X1, X0, #1
0x124L,MOV             X0, X19
0x128L,LDP             X19, X20, [SP,#-0x20+arg_30]
0x12cL,LDP             X29, X30, [SP-0x20+arg_20],#0x20
0x130L,B               loc_130
0x184L,MOV             X0, X1
0x188L,ADD             X1, X0, #1
0x18cL,B               loc_124
0x138L,BL              sub_138
0x13cL,CMP             X0, #1
0x140L,MOV             X1, X0
0x144L,B.LS            loc_174
0x148L,SUB             X0, X0, #1
0x14cL,LDRB            W2, [X20,X0]
0x150L,CMP             W2, #0x2F
0x154L,B.NE            loc_174
0x158L,MOV             X1, X0
0x15cL,SUB             X0, X0, #1
0x160L,CMP             X1, #1
0x164L,B.EQ            loc_174
0x168L,LDRB            W2, [X20,X0]
0x16cL,CMP             W2, #0x2F
0x170L,B.EQ            loc_158
0x174L,MOV             X0, X20
0x178L,LDP             X19, X20, [SP,#arg_10]
0x17cL,LDP             X29, X30, [SP+arg_0],#0x20
0x180L,B               loc_180
0x190L,STP             X29, X30, [SP,#-0x10+var_10]!
0x194L,MOV             X29, SP
0x198L,STR             X19, [SP,#0x10+var_s0]
0x19cL,MOV             X19, X0
0x1a0L,BL              sub_1A0
0x1a4L,CMP             X0, #1
0x1a8L,B.LS            loc_1BC
0x1acL,SUB             X1, X0, #1
0x1b0L,LDRB            W2, [X19,X1]
0x1b4L,CMP             W2, #0x2F
0x1b8L,B.EQ            loc_1C8
0x1bcL,LDR             X19, [SP,#arg_10]
0x1c0L,LDP             X29, X30, [SP+arg_0],#0x20
0x1c4L,RET
0x1c8L,MOV             X0, X1
0x1ccL,SUB             X1, X1, #1
0x1d0L,CMP             X0, #1
0x1d4L,B.EQ            loc_1BC
0x1d8L,LDRB            W2, [X19,X1]
0x1dcL,CMP             W2, #0x2F
0x1e0L,B.EQ            loc_1C8
0x1e4L,LDR             X19, [SP,#arg_10]
0x1e8L,LDP             X29, X30, [SP+arg_0],#0x20
0x1ecL,RET
0x0L,CBNZ            X0, loc_1C; Alternative name is '$x'
0x4L,CMP             X1, XZR
0x8L,MOV             X3, #0x2000
0xcL,CSEL            X0, X1, X3, NE
0x10L,CMP             X0, X2
0x14L,CSEL            X0, X0, X2, LS
0x18L,RET
0x1cL,CBZ             X1, loc_10
0x20L,MOV             X3, X1
0x24L,MOV             X5, X0
0x28L,UDIV            X4, X5, X3
0x2cL,MSUB            X4, X4, X3, X5
0x30L,MOV             X5, X3
0x34L,CBNZ            X4, loc_5C
0x38L,UDIV            X3, X0, X3
0x3cL,MADD            X4, X3, X1, XZR
0x40L,CMP             X4, X2
0x44L,B.HI            loc_10
0x48L,UDIV            X1, X4, X1
0x4cL,CMP             X1, X3
0x50L,B.NE            loc_10
0x54L,MOV             X0, X4
0x58L,RET
0x5cL,MOV             X3, X4
0x60L,B               loc_28
0x0L,STP             X29, X30, [SP,#-0x10+var_30]!; Alternative name is '$x'
0x4L,MOV             X2, #0
0x8L,MOV             X29, SP
0xcL,STP             X19, X20, [SP,#0x30+var_20]
0x10L,MOV             X20, X1
0x14L,ADRP            X1, #c_strtod@PAGE
0x18L,STR             X21, [SP,#0x30+var_10]
0x1cL,ADD             X1, X1, #c_strtod@PAGEOFF
0x20L,MOV             X21, X0
0x24L,MOV             W0, #0x1FBF
0x28L,BL              sub_28
0x2cL,MOV             X19, X0
0x30L,MOV             X1, X20
0x34L,MOV             X2, X19
0x38L,MOV             X0, X21
0x3cL,BL              sub_3C
0x40L,MOV             X0, X19
0x44L,STR             Q0, [X29,#0x30]
0x48L,BL              sub_48
0x4cL,LDR             X21, [SP,#arg_20]
0x50L,LDR             Q0, [X29,#0x30]
0x54L,LDP             X19, X20, [SP,#arg_10]
0x58L,LDP             X29, X30, [SP+arg_0],#0x40
0x5cL,RET
0x0L,STP             X29, X30, [SP,#-0x10+var_30]!; Alternative name is '$x'
0x4L,MOV             X2, #0
0x8L,MOV             X29, SP
0xcL,STP             X19, X20, [SP,#0x30+var_20]
0x10L,MOV             X20, X1
0x14L,ADRP            X1, #c_strtold@PAGE
0x18L,STR             X21, [SP,#0x30+var_10]
0x1cL,ADD             X1, X1, #c_strtold@PAGEOFF
0x20L,MOV             X21, X0
0x24L,MOV             W0, #0x1FBF
0x28L,BL              sub_28
0x2cL,MOV             X19, X0
0x30L,MOV             X1, X20
0x34L,MOV             X2, X19
0x38L,MOV             X0, X21
0x3cL,BL              sub_3C
0x40L,MOV             X0, X19
0x44L,STR             Q0, [X29,#0x30]
0x48L,BL              sub_48
0x4cL,LDR             X21, [SP,#arg_20]
0x50L,LDR             Q0, [X29,#0x30]
0x54L,LDP             X19, X20, [SP,#arg_10]
0x58L,LDP             X29, X30, [SP+arg_0],#0x40
0x5cL,RET
0x0L,CBZ             X0, loc_24; Alternative name is '$x'
0x4L,CBZ             X1, loc_24
0x8L,MADD            X4, X0, X1, XZR
0xcL,UDIV            X3, X4, X1
