0x8000000L,mov     eax, [esp+mode]
0x8000205L,mov     [esp+5Ch+var_20], edx
0x8000209L,call    memcpy
0x800020eL,mov     edx, [esp+5Ch+var_20]
0x8000212L,add     esp, 10h
0x8000215L,add     ebx, edx
0x8000217L,mov     dl, [ebx-1]
0x800021aL,lea     eax, [ebx-1]
0x800021dL,cmp     dl, 39h
0x8000220L,jnz     short loc_8000233
0x8000222L,lea     esi, [esi+0]
0x8000228L,mov     byte ptr [eax], 30h
0x800022bL,dec     eax
0x800022cL,mov     dl, [eax]
0x800022eL,cmp     dl, 39h
0x8000231L,jz      short loc_8000228
0x8000233L,inc     edx
0x8000234L,mov     [eax], dl
0x8000236L,jmp     loc_80000D8
0x8000240L,sub     esp, 0Ch
0x8000243L,push    edi             ; dirp
0x8000244L,call    closedir
0x8000249L,add     esp, 10h
0x800024cL,mov     esi, [esp+4Ch+path]
0x8000250L,cmp     [esp+4Ch+var_28], 1
0x8000255L,jnz     short loc_800027E
0x8000257L,sub     esp, 0Ch
0x800025aL,push    esi
0x800025bL,call    last_component
0x8000260L,mov     [esp+5Ch+name], eax
0x8000263L,mov     ebx, eax
0x8000265L,call    base_len
0x800026aL,add     esp, 10h
0x800026dL,mov     edi, eax
0x800026fL,cmp     eax, 0Eh
0x8000272L,ja      short loc_80002B0
0x8000274L,add     esp, 3Ch
0x8000277L,mov     eax, esi
0x8000279L,pop     ebx
0x800027aL,pop     esi
0x800027bL,pop     edi
0x800027cL,pop     ebp
0x800027dL,retn
0x800027eL,cmp     [esp+4Ch+var_28], 2
0x8000283L,jnz     short loc_8000274
0x8000285L,lea     esi, [esi+0]
0x8000288L,cmp     [esp+4Ch+arg_4], 2
0x800028dL,jnz     short loc_8000257
0x800028fL,nop
0x8000290L,mov     eax, [esp+4Ch+var_48]
0x8000294L,push    edx
0x8000295L,mov     ecx, [esp+50h+var_30]
0x8000299L,add     eax, esi
0x800029bL,mov     ebx, simple_backup_suffix
0x80002a1L,push    ecx             ; n
0x80002a2L,push    ebx             ; src
0x80002a3L,push    eax             ; dest
0x80002a4L,call    memcpy
0x80002a9L,add     esp, 10h
0x80002acL,jmp     short loc_8000257
0x80002b0L,mov     bp, [ebx]
0x80002b3L,mov     word ptr [ebx], 2Eh
0x80002b8L,call    __errno_location
0x80002bdL,mov     [esp+4Ch+var_44], eax
0x80002c1L,mov     dword ptr [eax], 0
0x80002c7L,push    eax
0x80002c8L,push    eax
0x80002c9L,push    3               ; name
0x80002cbL,push    esi             ; path
0x80002ccL,call    pathconf
0x80002d1L,add     esp, 10h
0x80002d4L,test    eax, eax
0x80002d6L,mov     ecx, [esp+4Ch+var_44]
0x80002daL,js      short loc_8000308
0x80002dcL,mov     edx, eax
0x80002deL,mov     [ebx], bp
0x80002e1L,cmp     edi, edx
0x80002e3L,jbe     short loc_8000274
0x80002e5L,mov     eax, [esp+4Ch+var_48]
0x80002e9L,add     eax, esi
0x80002ebL,sub     eax, ebx
0x80002edL,cmp     eax, edx
0x80002efL,jb      short loc_80002F4
0x80002f1L,lea     eax, [edx-1]
0x80002f4L,mov     byte ptr [ebx+eax], 7Eh
0x80002f8L,mov     byte ptr [ebx+eax+1], 0
0x80002fdL,add     esp, 3Ch
0x8000300L,mov     eax, esi
0x8000302L,pop     ebx
0x8000303L,pop     esi
0x8000304L,pop     edi
0x8000305L,pop     ebp
0x8000306L,retn
0x8000308L,mov     ecx, [ecx]
0x800030aL,mov     edx, 0FFh
0x800030fL,test    ecx, ecx
0x8000311L,jnz     short loc_80002DE
0x8000313L,jmp     short loc_80002DC
0x8000315L,or      eax, 0FFFFFFFFh
0x8000318L,xor     edx, edx
0x800031aL,div     ecx
0x800031cL,cmp     eax, 1
0x800031fL,jbe     short loc_8000341
0x8000321L,lea     eax, [ecx+ecx]
0x8000324L,mov     [esp+4Ch+var_2C], eax
0x8000328L,push    edx
0x8000329L,push    edx
0x800032aL,push    eax             ; size_t
0x800032bL,mov     ecx, [esp+58h+path]
0x800032fL,push    ecx             ; void *
0x8000330L,call    xrealloc
0x8000335L,mov     [esp+5Ch+path], eax
0x8000339L,add     esp, 10h
0x800033cL,jmp     loc_80001E1
0x8000341L,call    xalloc_die
0x8000346L,lea     esi, [esi+0]
0x8000349L,lea     edi, [edi+0]
0x8000350L,sub     esp, 0Ch
0x8000353L,mov     eax, 2
0x8000358L,mov     edx, [esp+0Ch+arg_4]
0x800035cL,test    edx, edx
0x800035eL,jz      short loc_8000365
0x8000360L,cmp     byte ptr [edx], 0
0x8000363L,jnz     short loc_8000370
0x8000365L,add     esp, 0Ch
0x8000368L,retn
0x8000370L,mov     ecx, ds:argmatch_die
0x8000376L,push    eax
0x8000377L,push    eax
0x8000378L,push    ecx
0x8000379L,push    4
0x800037bL,push    offset backup_types
0x8000380L,push    offset backup_args
0x8000385L,push    edx
0x8000386L,mov     eax, [esp+28h+arg_0]
0x800038aL,push    eax
0x800038bL,call    __xargmatch_internal
0x8000390L,add     esp, 20h
0x8000393L,mov     eax, ds:backup_types[eax*4]
0x800039aL,add     esp, 0Ch
0x800039dL,retn
0x80003a0L,sub     esp, 0Ch
0x80003a3L,mov     eax, [esp+0Ch+arg_4]
0x80003a7L,test    eax, eax
0x80003a9L,jz      short loc_80003E0
0x80003abL,cmp     byte ptr [eax], 0
0x80003aeL,jz      short loc_80003E0
0x80003b0L,mov     ecx, ds:argmatch_die
0x80003b6L,push    edx
0x80003b7L,push    edx
0x80003b8L,push    ecx
0x80003b9L,push    4
0x80003bbL,push    offset backup_types
0x80003c0L,push    offset backup_args
0x80003c5L,push    eax
0x80003c6L,mov     eax, [esp+28h+arg_0]
0x80003caL,push    eax
0x80003cbL,call    __xargmatch_internal
0x80003d0L,add     esp, 20h
0x80003d3L,mov     eax, ds:backup_types[eax*4]
0x80003daL,add     esp, 0Ch
0x80003ddL,retn
0x80003e0L,sub     esp, 0Ch
0x80003e3L,push    offset name     ; "VERSION_CONTROL"
0x80003e8L,call    getenv
0x80003edL,mov     edx, eax
0x80003efL,add     esp, 10h
0x80003f2L,mov     eax, 2
0x80003f7L,test    edx, edx
0x80003f9L,jz      short loc_80003DA
0x80003fbL,cmp     byte ptr [edx], 0
0x80003feL,jz      short loc_80003DA
0x8000400L,mov     ecx, ds:argmatch_die
0x8000406L,push    eax
0x8000407L,push    eax
0x8000408L,push    ecx
0x8000409L,push    4
0x800040bL,push    offset backup_types
0x8000410L,push    offset backup_args
0x8000415L,push    edx
0x8000416L,push    offset aVersion_cont_0; "$VERSION_CONTROL"
0x800041bL,call    __xargmatch_internal
0x8000420L,add     esp, 20h
0x8000423L,mov     eax, ds:backup_types[eax*4]
0x800042aL,add     esp, 0Ch
0x800042dL,retn
0x8000000L,push    ebp
0x8000001L,push    edi
0x8000002L,push    esi
0x8000003L,push    ebx
0x8000004L,sub     esp, 10h
0x8000007L,mov     eax, [esp+20h+arg_8]
0x800000bL,mov     ecx, [esp+20h+arg_C]
0x800000fL,mov     edi, [esp+20h+arg_0]
0x8000013L,mov     esi, [esp+20h+arg_4]
0x8000017L,lea     edx, [eax+4]
0x800001aL,lea     ebp, [ecx-4]
0x800001dL,test    ecx, ecx
0x800001fL,lea     eax, [edx-4]
0x8000022L,jz      loc_8000100
0x8000028L,test    esi, esi
0x800002aL,jz      loc_8000100
0x8000030L,mov     bl, [edi]
0x8000032L,mov     byte ptr [esp+20h+var_20], bl
0x8000035L,shr     bl, 2
0x8000038L,mov     al, bl
0x800003aL,xor     ebx, ebx
0x800003cL,mov     bl, al
0x800003eL,cmp     ecx, 1
0x8000041L,mov     al, ds:b64str_2156[ebx]
0x8000047L,mov     [edx-4], al
0x800004aL,jz      loc_8000107
0x8000050L,xor     eax, eax
0x8000052L,mov     al, byte ptr [esp+20h+var_20]
0x8000055L,shl     eax, 4
0x8000058L,cmp     esi, 1
0x800005bL,jz      short loc_80000C8
0x800005dL,mov     bl, [edi+1]
0x8000060L,mov     byte ptr [esp+20h+var_20], bl
0x8000063L,shr     bl, 4
0x8000066L,add     eax, ebx
0x8000068L,and     eax, 3Fh
0x800006bL,cmp     ecx, 2
0x800006eL,mov     al, ds:b64str_2156[eax]
0x8000074L,mov     [edx-3], al
0x8000077L,jz      loc_8000107
0x800007dL,xor     ebx, ebx
0x800007fL,mov     bl, byte ptr [esp+20h+var_20]
0x8000082L,shl     ebx, 2
0x8000085L,cmp     esi, 2
0x8000088L,jz      loc_8000110
0x800008eL,mov     al, [edi+2]
0x8000091L,mov     byte ptr [esp+20h+var_20], al
0x8000094L,shr     al, 6
0x8000097L,add     eax, ebx
0x8000099L,and     eax, 3Fh
0x800009cL,cmp     ecx, 3
0x800009fL,mov     al, ds:b64str_2156[eax]
0x80000a5L,mov     [edx-2], al
0x80000a8L,jz      short loc_8000107
0x80000aaL,mov     eax, [esp+20h+var_20]
0x80000adL,and     eax, 3Fh
0x80000b0L,test    ebp, ebp
0x80000b2L,mov     al, ds:b64str_2156[eax]
0x80000b8L,mov     [edx-1], al
0x80000bbL,jz      short loc_8000107
0x80000bdL,sub     esi, 3
0x80000c0L,jz      short loc_80000EC
0x80000c2L,add     edi, 3
0x80000c5L,jmp     short loc_80000EC
0x80000c8L,and     eax, 3Fh
0x80000cbL,cmp     ecx, 2
0x80000ceL,mov     al, ds:b64str_2156[eax]
0x80000d4L,mov     [edx-3], al
0x80000d7L,jz      short loc_8000107
0x80000d9L,mov     byte ptr [edx-2], 3Dh
0x80000ddL,cmp     ecx, 3
0x80000e0L,jz      short loc_8000107
0x80000e2L,mov     byte ptr [edx-1], 3Dh
0x80000e6L,test    ebp, ebp
0x80000e8L,jz      short loc_8000107
0x80000eaL,xor     esi, esi
0x80000ecL,add     edx, 4
0x80000efL,sub     ecx, 4
0x80000f2L,sub     ebp, 4
0x80000f5L,test    ecx, ecx
0x80000f7L,lea     eax, [edx-4]
0x80000faL,jnz     loc_8000028
0x8000100L,test    ecx, ecx
0x8000102L,jz      short loc_8000107
0x8000104L,mov     byte ptr [eax], 0
0x8000107L,add     esp, 10h
0x800010aL,pop     ebx
0x800010bL,pop     esi
0x800010cL,pop     edi
0x800010dL,pop     ebp
0x800010eL,retn
0x8000110L,and     ebx, 3Fh
0x8000113L,cmp     ecx, 3
0x8000116L,mov     al, ds:b64str_2156[ebx]
0x800011cL,mov     [edx-2], al
0x800011fL,jnz     short loc_80000E2
0x8000121L,jmp     short loc_8000107
0x8000130L,push    edi
0x8000131L,push    esi
0x8000132L,push    ebx
0x8000133L,mov     edx, 0AAAAAAABh
0x8000138L,mov     esi, [esp+0Ch+arg_4]
0x800013cL,lea     ebx, [esi+2]
0x800013fL,mov     eax, ebx
0x8000141L,mul     edx
0x8000143L,shr     edx, 1
0x8000145L,lea     ebx, ds:0[edx*4]
0x800014cL,lea     edi, [ebx+1]
0x800014fL,cmp     esi, edi
0x8000151L,jbe     short loc_8000168
0x8000153L,mov     eax, [esp+0Ch+arg_8]
0x8000157L,xor     ebx, ebx
0x8000159L,mov     dword ptr [eax], 0
0x800015fL,mov     eax, ebx
0x8000161L,pop     ebx
0x8000162L,pop     esi
0x8000163L,pop     edi
0x8000164L,retn
0x8000168L,sub     esp, 0Ch
0x800016bL,push    edi             ; size
0x800016cL,call    malloc
0x8000171L,mov     ecx, [esp+1Ch+arg_8]
0x8000175L,add     esp, 10h
0x8000178L,test    eax, eax
0x800017aL,mov     [ecx], eax
0x800017cL,jz      short loc_8000198
0x800017eL,push    edi
0x800017fL,push    eax
0x8000180L,push    esi
0x8000181L,mov     eax, [esp+18h+arg_0]
0x8000185L,push    eax
0x8000186L,call    base64_encode
0x800018bL,add     esp, 10h
0x800018eL,mov     eax, ebx
0x8000190L,pop     ebx
0x8000191L,pop     esi
0x8000192L,pop     edi
0x8000193L,retn
0x8000198L,mov     ebx, edi
0x800019aL,jmp     short loc_800015F
0x80001a0L,xor     eax, eax
0x80001a2L,mov     al, [esp+arg_0]
0x80001a6L,mov     al, ds:b64[eax]
0x80001acL,xor     eax, 0FFFFFFFFh
0x80001afL,shr     al, 7
0x80001b2L,retn
0x80001c0L,push    ebp
0x80001c1L,push    edi
0x80001c2L,push    esi
0x80001c3L,push    ebx
0x80001c4L,push    esi
0x80001c5L,mov     ebp, [esp+14h+arg_C]
0x80001c9L,mov     esi, [esp+14h+arg_4]
0x80001cdL,mov     ecx, [esp+14h+arg_0]
0x80001d1L,mov     edi, [esp+14h+arg_8]
0x80001d5L,mov     ebx, [ebp+0]
0x80001d8L,cmp     esi, 1
0x80001dbL,jbe     loc_8000321
0x80001e1L,xor     eax, eax
0x80001e3L,mov     al, [ecx]
0x80001e5L,mov     dl, ds:b64[eax]
0x80001ebL,test    dl, dl
0x80001edL,js      loc_800031D
0x80001f3L,xor     eax, eax
0x80001f5L,mov     al, [ecx+1]
0x80001f8L,mov     al, ds:b64[eax]
0x80001feL,test    al, al
0x8000200L,js      loc_800031D
0x8000206L,mov     [esp+14h+var_14], ebx
0x8000209L,jmp     loc_80002A8
0x8000210L,xor     edx, edx
0x8000212L,mov     dl, bl
0x8000214L,mov     dl, ds:b64[edx]
0x800021aL,test    dl, dl
0x800021cL,js      loc_8000318
0x8000222L,mov     ebx, [esp+14h+var_14]
0x8000225L,test    ebx, ebx
0x8000227L,jz      short loc_800023E
0x8000229L,mov     bl, dl
0x800022bL,inc     edi
0x800022cL,sar     bl, 2
0x800022fL,shl     eax, 4
0x8000232L,or      eax, ebx
0x8000234L,mov     [edi-1], al
0x8000237L,mov     eax, [esp+14h+var_14]
0x800023aL,dec     eax
0x800023bL,mov     [esp+14h+var_14], eax
0x800023eL,cmp     esi, 3
0x8000241L,jz      loc_8000318
0x8000247L,mov     bl, [ecx+3]
0x800024aL,cmp     bl, 3Dh
0x800024dL,jz      loc_8000300
0x8000253L,xor     eax, eax
0x8000255L,mov     al, bl
0x8000257L,mov     al, ds:b64[eax]
0x800025dL,test    al, al
0x800025fL,js      loc_8000318
0x8000265L,mov     ebx, [esp+14h+var_14]
0x8000268L,test    ebx, ebx
0x800026aL,jz      short loc_800027C
0x800026cL,mov     ebx, [esp+14h+var_14]
0x800026fL,inc     edi
0x8000270L,shl     edx, 6
0x8000273L,dec     ebx
0x8000274L,or      edx, eax
0x8000276L,mov     [esp+14h+var_14], ebx
0x8000279L,mov     [edi-1], dl
0x800027cL,sub     esi, 4
0x800027fL,add     ecx, 4
0x8000282L,cmp     esi, 1
0x8000285L,jbe     loc_8000325
0x800028bL,xor     eax, eax
0x800028dL,mov     al, [ecx]
0x800028fL,mov     dl, ds:b64[eax]
0x8000295L,test    dl, dl
0x8000297L,js      short loc_8000318
0x8000299L,xor     eax, eax
0x800029bL,mov     al, [ecx+1]
0x800029eL,mov     al, ds:b64[eax]
0x80002a4L,test    al, al
0x80002a6L,js      short loc_8000318
0x80002a8L,mov     ebx, [esp+14h+var_14]
0x80002abL,test    ebx, ebx
0x80002adL,jz      short loc_80002C4
0x80002afL,mov     bl, al
0x80002b1L,inc     edi
0x80002b2L,sar     bl, 4
0x80002b5L,shl     edx, 2
0x80002b8L,or      edx, ebx
0x80002baL,mov     [edi-1], dl
0x80002bdL,mov     edx, [esp+14h+var_14]
0x80002c0L,dec     edx
0x80002c1L,mov     [esp+14h+var_14], edx
0x80002c4L,cmp     esi, 2
0x80002c7L,jz      short loc_8000318
0x80002c9L,mov     bl, [ecx+2]
0x80002ccL,cmp     bl, 3Dh
0x80002cfL,jnz     loc_8000210
0x80002d5L,mov     ebx, [esp+14h+var_14]
0x80002d8L,cmp     esi, 4
0x80002dbL,jnz     short loc_8000308
0x80002ddL,cmp     byte ptr [ecx+3], 3Dh
0x80002e1L,jnz     short loc_8000308
0x80002e3L,mov     eax, [ebp+0]
0x80002e6L,xor     esi, esi
0x80002e8L,sub     eax, ebx
0x80002eaL,mov     [ebp+0], eax
0x80002edL,mov     eax, esi
0x80002efL,xor     eax, 1
0x80002f2L,pop     edx
0x80002f3L,and     eax, 1
0x80002f6L,pop     ebx
0x80002f7L,pop     esi
0x80002f8L,pop     edi
0x80002f9L,pop     ebp
0x80002faL,retn
0x8000300L,mov     ebx, [esp+14h+var_14]
0x8000303L,cmp     esi, 4
0x8000306L,jz      short loc_80002E3
0x8000308L,mov     eax, [ebp+0]
0x800030bL,sub     eax, ebx
0x800030dL,mov     [ebp+0], eax
0x8000310L,xor     eax, eax
0x8000312L,pop     edx
0x8000313L,pop     ebx
0x8000314L,pop     esi
0x8000315L,pop     edi
0x8000316L,pop     ebp
0x8000317L,retn
0x8000318L,mov     ebx, [esp+14h+var_14]
0x800031bL,jmp     short loc_8000308
0x800031dL,xor     eax, eax
0x800031fL,jmp     short loc_800030D
0x8000321L,xor     eax, eax
0x8000323L,jmp     short loc_80002EA
0x8000325L,mov     ebx, [esp+14h+var_14]
0x8000328L,mov     eax, [ebp+0]
0x800032bL,sub     eax, ebx
0x800032dL,jmp     short loc_80002EA
0x8000330L,push    edi
0x8000331L,push    esi
0x8000332L,push    ebx
0x8000333L,sub     esp, 2Ch
0x8000336L,mov     ebx, [esp+38h+arg_4]
0x800033aL,mov     esi, [esp+38h+arg_8]
0x800033eL,mov     eax, ebx
0x8000340L,mov     edi, [esp+38h+arg_C]
0x8000344L,shr     eax, 2
0x8000347L,lea     eax, [eax+eax*2+2]
0x800034bL,mov     [esp+38h+var_10], eax
0x800034fL,push    eax             ; size
0x8000350L,call    malloc
0x8000355L,add     esp, 10h
0x8000358L,mov     [esi], eax
0x800035aL,test    eax, eax
0x800035cL,jz      short loc_8000388
0x800035eL,lea     edx, [esp+2Ch+var_10]
0x8000362L,push    edx
0x8000363L,push    eax
0x8000364L,push    ebx
0x8000365L,mov     edx, [esp+38h+arg_0]
0x8000369L,push    edx
0x800036aL,call    base64_decode
0x800036fL,add     esp, 10h
0x8000372L,test    al, al
0x8000374L,jz      short loc_8000398
0x8000376L,test    edi, edi
0x8000378L,jz      short loc_8000388
0x800037aL,mov     edx, [esp+2Ch+var_10]
0x800037eL,mov     [edi], edx
0x8000380L,add     esp, 20h
0x8000383L,pop     ebx
0x8000384L,pop     esi
0x8000385L,pop     edi
0x8000386L,retn
0x8000388L,add     esp, 20h
0x800038bL,mov     al, 1
0x800038dL,pop     ebx
0x800038eL,pop     esi
0x800038fL,pop     edi
0x8000390L,retn
0x8000398L,mov     [esp+2Ch+var_1D], al
0x800039cL,sub     esp, 0Ch
0x800039fL,mov     eax, [esi]
0x80003a1L,push    eax             ; ptr
0x80003a2L,call    free
0x80003a7L,add     esp, 10h
0x80003aaL,mov     dword ptr [esi], 0
0x80003b0L,mov     al, [esp+2Ch+var_1D]
0x80003b4L,add     esp, 20h
0x80003b7L,pop     ebx
0x80003b8L,pop     esi
0x80003b9L,pop     edi
0x80003baL,retn
0x8000000L,push    ebx
0x8000001L,mov     edx, [esp+4+arg_0]
0x8000005L,mov     cl, [edx]
0x8000007L,cmp     cl, 2Fh
0x800000aL,jnz     short loc_8000018
0x800000cL,lea     esi, [esi+0]
0x8000010L,inc     edx
0x8000011L,mov     cl, [edx]
0x8000013L,cmp     cl, 2Fh
0x8000016L,jz      short loc_8000010
0x8000018L,mov     eax, edx
0x800001aL,test    cl, cl
0x800001cL,jz      short loc_8000045
0x800001eL,xor     ebx, ebx
0x8000020L,jmp     short loc_8000037
0x8000028L,test    bl, bl
0x800002aL,jz      short loc_8000030
0x800002cL,mov     eax, edx
0x800002eL,xor     ebx, ebx
0x8000030L,inc     edx
0x8000031L,mov     cl, [edx]
0x8000033L,test    cl, cl
0x8000035L,jz      short loc_8000045
0x8000037L,cmp     cl, 2Fh
0x800003aL,jnz     short loc_8000028
0x800003cL,inc     edx
0x800003dL,mov     cl, [edx]
0x800003fL,mov     bl, 1
0x8000041L,test    cl, cl
0x8000043L,jnz     short loc_8000037
0x8000045L,pop     ebx
0x8000046L,retn
0x8000050L,push    esi
0x8000051L,push    ebx
0x8000052L,push    eax
0x8000053L,mov     ebx, [esp+0Ch+s]
0x8000057L,mov     eax, ebx
0x8000059L,mov     dl, [ebx]
0x800005bL,cmp     dl, 2Fh
0x800005eL,jnz     short loc_8000068
0x8000060L,inc     eax
0x8000061L,mov     dl, [eax]
0x8000063L,cmp     dl, 2Fh
0x8000066L,jz      short loc_8000060
0x8000068L,test    dl, dl
0x800006aL,jz      short loc_80000E8
0x800006cL,mov     esi, eax
0x800006eL,xor     ecx, ecx
0x8000070L,jmp     short loc_8000087
0x8000078L,test    cl, cl
0x800007aL,jz      short loc_8000080
0x800007cL,mov     esi, eax
0x800007eL,xor     ecx, ecx
0x8000080L,inc     eax
0x8000081L,mov     dl, [eax]
0x8000083L,test    dl, dl
0x8000085L,jz      short loc_8000095
0x8000087L,cmp     dl, 2Fh
0x800008aL,jnz     short loc_8000078
0x800008cL,inc     eax
0x800008dL,mov     dl, [eax]
0x800008fL,mov     cl, 1
0x8000091L,test    dl, dl
0x8000093L,jnz     short loc_8000087
0x8000095L,cmp     byte ptr [esi], 0
0x8000098L,jz      short loc_80000E8
0x800009aL,sub     esp, 0Ch
0x800009dL,push    esi             ; s
0x800009eL,call    strlen
0x80000a3L,add     esp, 10h
0x80000a6L,mov     ecx, eax
0x80000a8L,cmp     eax, 1
0x80000abL,jbe     short loc_80000B6
0x80000adL,lea     edx, [eax-1]
0x80000b0L,cmp     byte ptr [esi+edx], 2Fh
0x80000b4L,jz      short loc_80000D0
0x80000b6L,mov     dl, [esi+eax]
0x80000b9L,cmp     dl, 2Fh
0x80000bcL,jz      short loc_800011B
0x80000beL,push    ebx
0x80000bfL,push    ebx
0x80000c0L,push    ecx             ; size_t
0x80000c1L,push    esi             ; char *
0x80000c2L,call    xstrndup
0x80000c7L,add     esp, 10h
0x80000caL,pop     edx
0x80000cbL,pop     ebx
0x80000ccL,pop     esi
0x80000cdL,retn
0x80000ceL,mov     edx, eax
0x80000d0L,cmp     edx, 1
0x80000d3L,jz      short loc_80000DF
0x80000d5L,lea     eax, [edx-1]
0x80000d8L,cmp     byte ptr [esi+edx-1], 2Fh
0x80000ddL,jz      short loc_80000CE
0x80000dfL,lea     ecx, [edx+1]
0x80000e2L,jmp     short loc_80000BE
0x80000e8L,sub     esp, 0Ch
0x80000ebL,push    ebx             ; s
0x80000ecL,call    strlen
0x80000f1L,add     esp, 10h
0x80000f4L,cmp     eax, 1
0x80000f7L,jbe     short loc_8000102
0x80000f9L,lea     edx, [eax-1]
0x80000fcL,cmp     byte ptr [ebx+edx], 2Fh
0x8000100L,jz      short loc_8000112
0x8000102L,push    esi
0x8000103L,push    esi
0x8000104L,push    eax             ; size_t
0x8000105L,push    ebx             ; char *
0x8000106L,call    xstrndup
0x800010bL,add     esp, 10h
0x800010eL,pop     edx
0x800010fL,pop     ebx
0x8000110L,pop     esi
0x8000111L,retn
0x8000112L,mov     eax, edx
0x8000114L,cmp     edx, 1
0x8000117L,jnz     short loc_80000F9
0x8000119L,jmp     short loc_8000102
0x800011bL,mov     edx, eax
0x800011dL,jmp     short loc_80000DF
0x8000120L,push    ebx
0x8000121L,sub     esp, 14h
0x8000124L,mov     ebx, [esp+18h+s]
0x8000128L,push    ebx             ; s
0x8000129L,call    strlen
0x800012eL,add     esp, 10h
0x8000131L,cmp     eax, 1
0x8000134L,jbe     short loc_800013F
0x8000136L,lea     edx, [eax-1]
0x8000139L,cmp     byte ptr [ebx+edx], 2Fh
0x800013dL,jz      short loc_8000148
0x800013fL,add     esp, 8
0x8000142L,pop     ebx
0x8000143L,retn
0x8000148L,mov     eax, edx
0x800014aL,cmp     edx, 1
0x800014dL,jnz     short loc_8000136
0x800014fL,jmp     short loc_800013F
0x8000000L,push    edi
0x8000001L,push    esi
0x8000002L,push    ebx
0x8000003L,mov     ecx, [esp+0Ch+arg_0]
0x8000007L,mov     ebx, [esp+0Ch+arg_4]
0x800000bL,test    ecx, ecx
0x800000dL,jnz     short loc_8000028
0x800000fL,mov     cx, 2000h
0x8000013L,test    ebx, ebx
0x8000015L,jz      short loc_8000019
0x8000017L,mov     ecx, ebx
0x8000019L,mov     eax, ecx
0x800001bL,cmp     ecx, [esp+0Ch+arg_8]
0x800001fL,ja      short loc_8000060
0x8000021L,pop     ebx
0x8000022L,pop     esi
0x8000023L,pop     edi
0x8000024L,retn
0x8000028L,test    ebx, ebx
0x800002aL,jz      short loc_8000019
0x800002cL,mov     esi, ebx
0x800002eL,mov     eax, ecx
0x8000030L,xor     edx, edx
0x8000032L,div     esi
0x8000034L,test    edx, edx
0x8000036L,mov     eax, esi
0x8000038L,jnz     short loc_8000068
0x800003aL,xor     edx, edx
